(1, 'Running', 'Running1', 1285, 13.22, '01:44:56', '2021-02-16 10:00:00', 'Polar Watch'),
(12, 'Cycling', 'Cycling732', 4155, 167.22, '04:42:43', '2021-02-25 12:00:00', 'AppleWatch'),
(15, 'Running', 'Running733', 935, 13.77, '01:16:19', '2021-03-25 13:00:00', 'AppleWatch'),
(12, 'Running', 'Running734', 2359, 35.05, '03:12:36', '2021-01-01 15:00:00', 'Nike Shoes'),
(9, 'Running', 'Running735', 786, 8.84, '01:04:10', '2021-02-02 12:00:00', 'Polar Watch'),
(11, 'Running', 'Running736', 2763, 41.64, '03:45:37', '2021-01-28 14:00:00', 'AppleWatch'),
(14, 'Running', 'Running737', 5865, 55.25, '07:58:49', '2021-05-20 11:00:00', 'Asics Shoes'),
(14, 'Cycling', 'Cycling738', 6997, 168.34, '07:56:02', '2021-04-09 15:00:00', 'Nike Shoes'),
(3, 'Running', 'Running739', 3335, 49.06, '04:32:19', '2021-03-23 13:00:00', 'AppleWatch'),
(9, 'Hiking', 'Hiking740', 3518, 36.9, '07:58:45', '2021-04-02 15:00:00', 'AppleWatch'),
(4, 'Running', 'Running741', 1605, 32.37, '02:11:02', '2021-05-02 12:00:00', 'AppleWatch'),
(5, 'Running', 'Running742', 1311, 23.19, '01:47:04', '2021-03-20 14:00:00', 'Nike Shoes'),
(13, 'Running', 'Running743', 4406, 53.41, '05:59:44', '2021-02-26 15:00:00', 'Polar Watch'),
(6, 'Running', 'Running744', 437, 7.76, '00:35:43', '2021-02-28 11:00:00', 'Polar Watch'),
(8, 'Running', 'Running745', 3827, 59.55, '05:12:26', '2021-04-24 10:00:00', 'Nike Shoes'),
(4, 'Running', 'Running746', 2053, 40.07, '02:47:36', '2021-03-13 13:00:00', 'Asics Shoes'),
(9, 'Running', 'Running747', 639, 10.19, '00:52:12', '2021-03-27 12:00:00', 'Nike Shoes'),
(13, 'Running', 'Running748', 4119, 51.87, '05:36:16', '2021-04-16 14:00:00', 'AppleWatch'),
(9, 'Running', 'Running749', 625, 10.44, '00:51:05', '2021-02-05 10:00:00', 'AppleWatch'),
(6, 'Cycling', 'Cycling750', 691, 23.8, '00:47:00', '2021-03-24 10:00:00', 'AppleWatch'),
(14, 'Hiking', 'Hiking751', 1690, 12.27, '03:49:58', '2021-03-15 10:00:00', 'Nike Shoes'),
(4, 'Cycling', 'Cycling752', 2205, 76.39, '02:30:01', '2021-03-01 12:00:00', 'Asics Shoes'),
(4, 'Running', 'Running753', 486, 7.45, '00:39:41', '2021-03-03 11:00:00', 'NULL'),
(9, 'Cycling', 'Cycling754', 7980, 159.27, '09:02:54', '2021-03-03 15:00:00', 'Asics Shoes'),
(6, 'Cycling', 'Cycling755', 3364, 106.96, '03:48:54', '2021-05-28 15:00:00', 'Nike Shoes'),
(13, 'Running', 'Running756', 3647, 57.81, '04:57:44', '2021-02-08 13:00:00', 'Nike Shoes'),
(6, 'Running', 'Running757', 1331, 23.54, '01:48:41', '2021-01-09 10:00:00', 'Nike Shoes'),
(13, 'Cycling', 'Cycling758', 234, 7.54, '00:15:56', '2021-03-27 10:00:00', 'AppleWatch'),
(6, 'Hiking', 'Hiking759', 1382, 10.34, '03:08:06', '2021-01-03 13:00:00', 'AppleWatch'),
(9, 'Running', 'Running760', 3093, 43.02, '04:12:33', '2021-01-09 12:00:00', 'Asics Shoes'),
(9, 'Hiking', 'Hiking761', 9943, 89.66, '22:32:53', '2021-03-13 12:00:00', 'Asics Shoes'),
(12, 'Running', 'Running762', 1808, 27.86, '02:27:38', '2021-04-18 14:00:00', 'Asics Shoes'),
(7, 'Cycling', 'Cycling763', 1947, 28.04, '02:12:30', '2021-04-10 12:00:00', 'Nike Shoes'),
(15, 'Running', 'Running764', 1908, 26.68, '02:35:46', '2021-05-02 10:00:00', 'Nike Shoes'),
(1, 'Cycling', 'Cycling765', 2824, 65.98, '03:12:08', '2021-01-28 15:00:00', 'NULL'),
(13, 'Hiking', 'Hiking766', 7712, 68.19, '17:29:18', '2021-04-24 10:00:00', 'Asics Shoes'),
(15, 'Cycling', 'Cycling767', 3545, 122.43, '04:01:10', '2021-02-13 13:00:00', 'Polar Watch'),
(1, 'Hiking', 'Hiking768', 4112, 36.25, '09:19:35', '2021-02-22 10:00:00', 'NULL'),
(13, 'Running', 'Running769', 5533, 49.24, '07:31:40', '2021-01-14 14:00:00', 'Polar Watch'),
(9, 'Running', 'Running770', 1165, 17.92, '01:35:10', '2021-05-09 15:00:00', 'Asics Shoes'),
(10, 'Hiking', 'Hiking771', 10501, 110.19, '23:48:49', '2021-04-06 10:00:00', 'NULL'),
(5, 'Cycling', 'Cycling772', 1113, 19.95, '01:15:43', '2021-03-26 11:00:00', 'Asics Shoes'),
(10, 'Hiking', 'Hiking773', 5848, 60.87, '13:15:44', '2021-03-13 11:00:00', 'NULL'),
(8, 'Hiking', 'Hiking774', 5190, 56.95, '11:46:11', '2021-01-25 10:00:00', 'Asics Shoes'),
(10, 'Hiking', 'Hiking775', 5770, 63.14, '13:05:02', '2021-05-10 14:00:00', 'Asics Shoes'),
(8, 'Running', 'Running776', 3961, 57.56, '05:23:22', '2021-01-23 10:00:00', 'AppleWatch'),
(4, 'Hiking', 'Hiking777', 8209, 86.25, '18:36:55', '2021-02-11 11:00:00', 'Nike Shoes'),
(11, 'Running', 'Running778', 1204, 15.19, '01:38:17', '2021-05-19 10:00:00', 'AppleWatch'),
(7, 'Cycling', 'Cycling779', 2622, 98.78, '02:58:24', '2021-03-14 11:00:00', 'Asics Shoes'),
(4, 'Cycling', 'Cycling780', 4832, 180.1, '05:28:44', '2021-01-20 14:00:00', 'Polar Watch'),
(1, 'Running', 'Running781', 2468, 35.84, '03:21:31', '2021-04-25 13:00:00', 'AppleWatch'),
(8, 'Cycling', 'Cycling782', 3480, 98.04, '03:56:47', '2021-02-12 10:00:00', 'Asics Shoes'),
(15, 'Running', 'Running783', 500, 8.77, '00:40:52', '2021-05-01 14:00:00', 'Nike Shoes'),
(8, 'Cycling', 'Cycling784', 5922, 197.58, '06:42:53', '2021-03-11 12:00:00', 'Nike Shoes'),
(4, 'Cycling', 'Cycling785', 8161, 116.8, '09:15:11', '2021-01-10 10:00:00', 'Polar Watch'),
(5, 'Hiking', 'Hiking786', 712, 7.48, '01:36:55', '2021-03-02 12:00:00', 'AppleWatch'),
(2, 'Running', 'Running787', 1210, 21.77, '01:38:49', '2021-01-11 13:00:00', 'AppleWatch'),
(10, 'Cycling', 'Cycling788', 4335, 117.96, '04:54:55', '2021-02-11 15:00:00', 'Nike Shoes'),
(10, 'Cycling', 'Cycling789', 2634, 100.7, '02:59:12', '2021-02-05 12:00:00', 'Asics Shoes'),
(11, 'Hiking', 'Hiking790', 7657, 77.49, '17:21:52', '2021-05-04 10:00:00', 'NULL'),
(3, 'Running', 'Running791', 2288, 43.29, '03:06:47', '2021-01-27 11:00:00', 'NULL'),
(5, 'Running', 'Running792', 3412, 30.71, '04:38:36', '2021-01-22 13:00:00', 'AppleWatch'),
(15, 'Running', 'Running793', 488, 7.46, '00:39:52', '2021-05-05 11:00:00', 'NULL'),
(10, 'Cycling', 'Cycling794', 5777, 193.5, '06:33:02', '2021-02-04 15:00:00', 'AppleWatch'),
(1, 'Running', 'Running795', 2284, 35.0, '03:06:31', '2021-05-08 14:00:00', 'NULL'),
(2, 'Running', 'Running796', 2359, 36.76, '03:12:37', '2021-02-22 13:00:00', 'NULL'),
(11, 'Cycling', 'Cycling797', 8969, 187.65, '10:10:11', '2021-04-17 10:00:00', 'Polar Watch'),
(14, 'Cycling', 'Cycling798', 10448, 172.38, '11:50:45', '2021-04-27 10:00:00', 'Nike Shoes'),
(9, 'Running', 'Running799', 2185, 34.26, '02:58:25', '2021-03-18 10:00:00', 'NULL'),
(4, 'Cycling', 'Cycling800', 1448, 59.56, '01:38:33', '2021-05-23 10:00:00', 'AppleWatch'),
(7, 'Cycling', 'Cycling801', 728, 27.55, '00:49:34', '2021-02-16 10:00:00', 'Nike Shoes'),
(7, 'Cycling', 'Cycling802', 860, 33.34, '00:58:32', '2021-05-12 11:00:00', 'Polar Watch'),
(3, 'Cycling', 'Cycling803', 2201, 93.14, '02:29:44', '2021-01-01 11:00:00', 'Polar Watch'),
(11, 'Running', 'Running804', 3164, 54.18, '04:18:19', '2021-03-21 15:00:00', 'Nike Shoes'),
(14, 'Cycling', 'Cycling805', 3088, 76.09, '03:30:04', '2021-03-20 14:00:00', 'Nike Shoes'),
(1, 'Hiking', 'Hiking806', 5233, 53.33, '11:52:06', '2021-04-08 10:00:00', 'Asics Shoes'),
(9, 'Cycling', 'Cycling807', 4635, 85.24, '05:15:21', '2021-01-02 11:00:00', 'Nike Shoes'),
(8, 'Running', 'Running808', 591, 8.31, '00:48:14', '2021-01-11 11:00:00', 'Nike Shoes'),
(2, 'Cycling', 'Cycling809', 6875, 175.16, '07:47:43', '2021-03-11 12:00:00', 'AppleWatch'),
(9, 'Cycling', 'Cycling810', 3583, 118.01, '04:03:48', '2021-01-11 12:00:00', 'Polar Watch'),
(3, 'Running', 'Running811', 2748, 46.76, '03:44:20', '2021-01-15 12:00:00', 'Polar Watch'),
(12, 'Cycling', 'Cycling812', 767, 28.52, '00:52:13', '2021-03-11 15:00:00', 'AppleWatch'),
(2, 'Cycling', 'Cycling813', 2595, 95.97, '02:56:35', '2021-02-14 14:00:00', 'Nike Shoes'),
(11, 'Cycling', 'Cycling814', 2977, 62.5, '03:22:32', '2021-02-15 12:00:00', 'Asics Shoes'),
(5, 'Running', 'Running815', 2820, 52.93, '03:50:14', '2021-03-21 13:00:00', 'Asics Shoes'),
(11, 'Hiking', 'Hiking816', 2462, 25.41, '05:35:00', '2021-05-17 11:00:00', 'AppleWatch'),
(4, 'Running', 'Running817', 462, 9.14, '00:37:44', '2021-04-21 12:00:00', 'AppleWatch'),
(6, 'Running', 'Running818', 1182, 10.98, '01:36:30', '2021-01-04 10:00:00', 'Polar Watch'),
(10, 'Cycling', 'Cycling819', 944, 34.84, '01:04:14', '2021-04-26 11:00:00', 'NULL'),
(13, 'Hiking', 'Hiking820', 9343, 73.1, '21:11:12', '2021-04-10 15:00:00', 'NULL'),
(13, 'Running', 'Running821', 3622, 31.94, '04:55:43', '2021-03-11 11:00:00', 'Asics Shoes'),
(2, 'Hiking', 'Hiking822', 461, 3.41, '01:02:47', '2021-05-06 12:00:00', 'NULL'),
(5, 'Hiking', 'Hiking823', 3732, 30.97, '08:27:52', '2021-02-26 15:00:00', 'NULL'),
(6, 'Running', 'Running824', 2760, 55.68, '03:45:19', '2021-02-16 12:00:00', 'Polar Watch'),
(8, 'Cycling', 'Cycling825', 3984, 164.46, '04:31:03', '2021-02-05 13:00:00', 'NULL'),
(12, 'Cycling', 'Cycling826', 1693, 43.66, '01:55:10', '2021-03-20 14:00:00', 'NULL'),
(1, 'Running', 'Running827', 1526, 24.59, '02:04:35', '2021-02-28 15:00:00', 'Asics Shoes'),
(10, 'Cycling', 'Cycling828', 10552, 195.76, '11:57:53', '2021-02-24 15:00:00', 'Nike Shoes'),
(4, 'Running', 'Running829', 4223, 58.22, '05:44:48', '2021-05-15 11:00:00', 'AppleWatch'),
(13, 'Hiking', 'Hiking830', 2007, 19.64, '04:33:09', '2021-05-27 15:00:00', 'NULL'),
(4, 'Cycling', 'Cycling831', 1800, 70.92, '02:02:28', '2021-04-28 15:00:00', 'Polar Watch'),
(1, 'Cycling', 'Cycling832', 2275, 44.02, '02:34:46', '2021-04-09 14:00:00', 'AppleWatch'),
(10, 'Cycling', 'Cycling833', 5007, 98.32, '05:40:39', '2021-01-15 11:00:00', 'Nike Shoes'),
(7, 'Cycling', 'Cycling834', 10856, 198.53, '12:18:30', '2021-04-28 14:00:00', 'Asics Shoes'),
(10, 'Cycling', 'Cycling835', 7206, 135.93, '08:10:13', '2021-04-23 11:00:00', 'Polar Watch'),
(10, 'Running', 'Running836', 5860, 59.62, '07:58:22', '2021-02-20 10:00:00', 'NULL'),
(12, 'Running', 'Running837', 3147, 35.55, '04:16:56', '2021-04-08 15:00:00', 'AppleWatch'),
(2, 'Hiking', 'Hiking838', 8755, 82.39, '19:51:16', '2021-05-13 10:00:00', 'AppleWatch'),
(14, 'Running', 'Running839', 4643, 49.48, '06:19:05', '2021-03-25 15:00:00', 'Polar Watch'),
(9, 'Cycling', 'Cycling840', 1225, 30.31, '01:23:23', '2021-04-18 13:00:00', 'Polar Watch'),
(12, 'Hiking', 'Hiking841', 10046, 87.83, '22:46:50', '2021-02-25 13:00:00', 'Nike Shoes'),
(4, 'Running', 'Running842', 1938, 37.4, '02:38:14', '2021-04-19 12:00:00', 'Nike Shoes'),
(4, 'Cycling', 'Cycling843', 2986, 124.82, '03:23:09', '2021-01-09 11:00:00', 'AppleWatch'),
(13, 'Hiking', 'Hiking844', 2919, 26.92, '06:37:12', '2021-01-02 13:00:00', 'Asics Shoes'),
(11, 'Cycling', 'Cycling845', 2143, 93.85, '02:25:50', '2021-03-02 10:00:00', 'Polar Watch'),
(15, 'Cycling', 'Cycling846', 3514, 92.61, '03:59:06', '2021-04-23 10:00:00', 'AppleWatch'),
(13, 'Hiking', 'Hiking847', 6974, 60.04, '15:48:51', '2021-02-14 12:00:00', 'Nike Shoes'),
(3, 'Running', 'Running848', 3943, 52.33, '05:21:55', '2021-04-27 14:00:00', 'NULL'),
(15, 'Cycling', 'Cycling849', 3768, 158.14, '04:16:19', '2021-01-03 11:00:00', 'Polar Watch'),
(13, 'Cycling', 'Cycling850', 3352, 146.15, '03:48:04', '2021-05-25 13:00:00', 'Asics Shoes'),
(3, 'Cycling', 'Cycling851', 4419, 60.97, '05:00:38', '2021-03-17 14:00:00', 'Polar Watch'),
(13, 'Cycling', 'Cycling852', 4105, 171.24, '04:39:16', '2021-01-09 15:00:00', 'AppleWatch'),
(1, 'Cycling', 'Cycling853', 5466, 144.09, '06:11:52', '2021-03-17 13:00:00', 'Polar Watch'),
(8, 'Hiking', 'Hiking854', 6295, 62.61, '14:16:35', '2021-05-28 15:00:00', 'NULL'),
(15, 'Cycling', 'Cycling855', 4091, 137.95, '04:38:18', '2021-05-03 14:00:00', 'AppleWatch'),
(7, 'Cycling', 'Cycling856', 2126, 77.07, '02:24:41', '2021-02-17 12:00:00', 'NULL'),
(3, 'Running', 'Running857', 3125, 44.42, '04:15:06', '2021-05-08 10:00:00', 'Nike Shoes'),
(4, 'Cycling', 'Cycling858', 5372, 159.04, '06:05:27', '2021-01-19 13:00:00', 'Asics Shoes'),
(10, 'Cycling', 'Cycling859', 1763, 72.72, '01:59:59', '2021-02-05 11:00:00', 'NULL'),
(3, 'Hiking', 'Hiking860', 6835, 57.0, '15:30:02', '2021-05-17 15:00:00', 'Polar Watch'),
(2, 'Cycling', 'Cycling861', 2915, 70.79, '03:18:20', '2021-01-20 13:00:00', 'AppleWatch'),
(1, 'Cycling', 'Cycling862', 3558, 59.94, '04:02:04', '2021-02-08 13:00:00', 'Polar Watch'),
(11, 'Cycling', 'Cycling863', 3328, 149.23, '03:46:25', '2021-04-11 12:00:00', 'Polar Watch'),
(11, 'Running', 'Running864', 4622, 44.55, '06:17:19', '2021-02-17 15:00:00', 'Asics Shoes'),
(12, 'Running', 'Running865', 2913, 47.92, '03:57:48', '2021-04-28 14:00:00', 'Asics Shoes'),
(12, 'Hiking', 'Hiking866', 3495, 38.55, '07:55:38', '2021-05-26 10:00:00', 'NULL'),
(2, 'Running', 'Running867', 4452, 39.89, '06:03:29', '2021-03-01 10:00:00', 'Asics Shoes'),
(10, 'Cycling', 'Cycling868', 1303, 40.17, '01:28:39', '2021-01-23 14:00:00', 'Polar Watch'),
(10, 'Running', 'Running869', 2656, 33.14, '03:36:52', '2021-03-13 13:00:00', 'Polar Watch'),
(5, 'Running', 'Running870', 2217, 24.23, '03:01:02', '2021-02-01 12:00:00', 'NULL'),
(12, 'Cycling', 'Cycling871', 2222, 74.13, '02:31:12', '2021-01-07 15:00:00', 'Polar Watch'),
(9, 'Cycling', 'Cycling872', 3748, 107.88, '04:15:01', '2021-02-01 13:00:00', 'Asics Shoes'),
(11, 'Cycling', 'Cycling873', 8454, 138.78, '09:35:08', '2021-01-04 13:00:00', 'Asics Shoes'),
(5, 'Cycling', 'Cycling874', 2758, 48.08, '03:07:38', '2021-05-08 13:00:00', 'Asics Shoes'),
(13, 'Hiking', 'Hiking875', 6126, 65.39, '13:53:29', '2021-01-24 13:00:00', 'AppleWatch'),
(6, 'Cycling', 'Cycling876', 2693, 87.01, '03:03:13', '2021-05-15 11:00:00', 'NULL'),
(10, 'Cycling', 'Cycling877', 4402, 92.68, '04:59:30', '2021-02-24 15:00:00', 'AppleWatch'),
(8, 'Hiking', 'Hiking878', 3293, 34.97, '07:28:09', '2021-02-17 12:00:00', 'Polar Watch'),
(8, 'Hiking', 'Hiking879', 9768, 110.47, '22:09:01', '2021-04-19 15:00:00', 'Asics Shoes'),
(14, 'Hiking', 'Hiking880', 2793, 28.02, '06:20:02', '2021-04-14 14:00:00', 'AppleWatch'),
(5, 'Running', 'Running881', 3522, 57.48, '04:47:32', '2021-02-02 12:00:00', 'Nike Shoes'),
(11, 'Hiking', 'Hiking882', 4672, 46.0, '10:35:45', '2021-01-25 14:00:00', 'Nike Shoes'),
(15, 'Running', 'Running883', 2720, 24.56, '03:42:06', '2021-03-04 11:00:00', 'Asics Shoes'),
(7, 'Cycling', 'Cycling884', 4376, 187.07, '04:57:42', '2021-01-04 13:00:00', 'NULL'),
(15, 'Cycling', 'Cycling885', 2223, 58.7, '02:31:16', '2021-02-15 15:00:00', 'Nike Shoes'),
(14, 'Running', 'Running886', 2695, 31.59, '03:40:02', '2021-01-28 12:00:00', 'Nike Shoes'),
(2, 'Running', 'Running887', 3707, 58.63, '05:02:40', '2021-04-11 10:00:00', 'AppleWatch'),
(7, 'Running', 'Running888', 1942, 23.5, '02:38:34', '2021-05-16 10:00:00', 'Asics Shoes'),
(1, 'Cycling', 'Cycling889', 1360, 35.61, '01:32:33', '2021-03-28 11:00:00', 'Polar Watch'),
(13, 'Hiking', 'Hiking890', 7514, 77.78, '17:02:25', '2021-03-25 15:00:00', 'Asics Shoes'),
(4, 'Running', 'Running891', 2343, 21.33, '03:11:19', '2021-02-10 12:00:00', 'Polar Watch'),
(1, 'Cycling', 'Cycling892', 3662, 144.68, '04:09:08', '2021-04-05 13:00:00', 'AppleWatch'),
(12, 'Running', 'Running893', 393, 6.13, '00:32:09', '2021-02-22 15:00:00', 'Nike Shoes'),
(10, 'Hiking', 'Hiking894', 575, 4.26, '01:18:18', '2021-01-23 12:00:00', 'Polar Watch'),
(12, 'Running', 'Running895', 674, 12.32, '00:55:01', '2021-03-10 10:00:00', 'AppleWatch'),
(1, 'Running', 'Running896', 271, 4.68, '00:22:09', '2021-02-21 11:00:00', 'Polar Watch'),
(3, 'Running', 'Running897', 474, 7.12, '00:38:46', '2021-01-16 10:00:00', 'AppleWatch'),
(2, 'Running', 'Running898', 2760, 49.67, '03:45:22', '2021-03-22 15:00:00', 'NULL'),
(11, 'Running', 'Running899', 2644, 27.31, '03:35:51', '2021-02-22 10:00:00', 'NULL'),
(9, 'Running', 'Running900', 3399, 53.24, '04:37:30', '2021-05-22 10:00:00', 'AppleWatch'),
(11, 'Cycling', 'Cycling901', 899, 33.25, '01:01:12', '2021-02-13 12:00:00', 'NULL'),
(1, 'Cycling', 'Cycling902', 2377, 67.02, '02:41:42', '2021-05-16 11:00:00', 'Polar Watch'),
(12, 'Running', 'Running903', 3254, 50.66, '04:25:39', '2021-05-09 12:00:00', 'Asics Shoes'),
(13, 'Running', 'Running904', 3535, 46.4, '04:48:38', '2021-03-26 11:00:00', 'Polar Watch'),
(12, 'Cycling', 'Cycling905', 1501, 62.97, '01:42:06', '2021-04-12 15:00:00', 'Polar Watch'),
(10, 'Running', 'Running906', 1193, 14.3, '01:37:27', '2021-04-01 13:00:00', 'Polar Watch'),
(4, 'Cycling', 'Cycling907', 878, 33.51, '00:59:43', '2021-01-16 10:00:00', 'Nike Shoes'),
(15, 'Running', 'Running908', 2284, 25.72, '03:06:30', '2021-02-04 14:00:00', 'Asics Shoes'),
(3, 'Hiking', 'Hiking909', 5703, 45.16, '12:55:55', '2021-05-06 15:00:00', 'Polar Watch'),
(1, 'Running', 'Running910', 2400, 43.98, '03:15:56', '2021-05-02 12:00:00', 'Nike Shoes'),
(5, 'Cycling', 'Cycling911', 7964, 199.36, '09:01:48', '2021-01-17 15:00:00', 'Asics Shoes'),
(7, 'Running', 'Running912', 482, 9.6, '00:39:23', '2021-05-03 11:00:00', 'Asics Shoes'),
(8, 'Cycling', 'Cycling913', 2584, 46.92, '02:55:46', '2021-05-18 10:00:00', 'Nike Shoes'),
(7, 'Hiking', 'Hiking914', 6874, 70.64, '15:35:17', '2021-04-19 15:00:00', 'Polar Watch'),
(14, 'Hiking', 'Hiking915', 9867, 70.72, '22:22:30', '2021-04-01 12:00:00', 'Asics Shoes'),
(7, 'Hiking', 'Hiking916', 298, 2.98, '00:40:38', '2021-05-24 12:00:00', 'NULL'),
(10, 'Running', 'Running917', 2626, 22.73, '03:34:25', '2021-03-01 15:00:00', 'Asics Shoes'),
(11, 'Cycling', 'Cycling918', 1674, 71.29, '01:53:53', '2021-03-08 14:00:00', 'NULL'),
(5, 'Hiking', 'Hiking919', 9655, 66.35, '21:53:40', '2021-03-10 10:00:00', 'NULL'),
(5, 'Cycling', 'Cycling920', 5009, 116.27, '05:40:44', '2021-02-02 13:00:00', 'AppleWatch'),
(5, 'Hiking', 'Hiking921', 2464, 20.73, '05:35:20', '2021-01-08 12:00:00', 'Asics Shoes'),
(2, 'Cycling', 'Cycling922', 7174, 104.7, '08:08:05', '2021-01-16 12:00:00', 'Polar Watch'),
(2, 'Cycling', 'Cycling923', 4794, 131.71, '05:26:11', '2021-01-01 12:00:00', 'Polar Watch'),
(1, 'Hiking', 'Hiking924', 3551, 34.45, '08:03:14', '2021-05-03 11:00:00', 'Asics Shoes'),
(8, 'Cycling', 'Cycling925', 9669, 192.83, '10:57:46', '2021-05-01 13:00:00', 'Polar Watch'),
(10, 'Cycling', 'Cycling926', 918, 35.82, '01:02:28', '2021-03-01 11:00:00', 'Nike Shoes'),
(11, 'Cycling', 'Cycling927', 5150, 127.22, '05:50:21', '2021-03-21 15:00:00', 'NULL'),
(1, 'Cycling', 'Cycling928', 8098, 138.16, '09:10:54', '2021-04-09 11:00:00', 'Polar Watch'),
(3, 'Running', 'Running929', 5347, 46.53, '07:16:33', '2021-02-10 10:00:00', 'AppleWatch'),
(3, 'Running', 'Running930', 1942, 19.78, '02:38:34', '2021-03-02 10:00:00', 'AppleWatch'),
(10, 'Running', 'Running931', 2172, 39.83, '02:57:23', '2021-03-05 11:00:00', 'NULL'),
(5, 'Running', 'Running932', 4801, 48.14, '06:31:58', '2021-01-20 14:00:00', 'NULL'),
(4, 'Cycling', 'Cycling933', 4077, 82.35, '04:37:24', '2021-01-04 12:00:00', 'Nike Shoes'),
(3, 'Running', 'Running934', 2954, 50.43, '04:01:11', '2021-02-23 10:00:00', 'NULL'),
(13, 'Cycling', 'Cycling935', 1792, 58.33, '02:01:56', '2021-04-16 11:00:00', 'AppleWatch'),
(14, 'Cycling', 'Cycling936', 3784, 159.93, '04:17:27', '2021-05-07 10:00:00', 'AppleWatch'),
(6, 'Cycling', 'Cycling937', 3053, 108.08, '03:27:41', '2021-02-16 14:00:00', 'AppleWatch'),
(15, 'Running', 'Running938', 434, 4.93, '00:35:26', '2021-02-25 13:00:00', 'Asics Shoes'),
(1, 'Cycling', 'Cycling939', 5538, 126.88, '06:16:47', '2021-02-20 15:00:00', 'Polar Watch'),
(4, 'Running', 'Running940', 2107, 33.72, '02:52:04', '2021-04-08 13:00:00', 'Nike Shoes'),
(11, 'Running', 'Running941', 2070, 41.53, '02:48:59', '2021-01-14 13:00:00', 'Nike Shoes'),
(10, 'Cycling', 'Cycling942', 5308, 158.28, '06:01:08', '2021-05-02 13:00:00', 'NULL'),
(1, 'Running', 'Running943', 765, 11.37, '01:02:27', '2021-01-20 13:00:00', 'Nike Shoes'),
(13, 'Running', 'Running944', 3281, 54.98, '04:27:52', '2021-02-23 14:00:00', 'Asics Shoes'),
(10, 'Running', 'Running945', 2730, 49.47, '03:42:54', '2021-05-24 13:00:00', 'Nike Shoes'),
(12, 'Running', 'Running946', 2319, 40.3, '03:09:19', '2021-04-12 13:00:00', 'Polar Watch'),
(2, 'Cycling', 'Cycling947', 1287, 26.15, '01:27:35', '2021-04-02 12:00:00', 'AppleWatch'),
(13, 'Running', 'Running948', 5418, 57.03, '07:22:17', '2021-05-01 11:00:00', 'NULL'),
(12, 'Running', 'Running949', 1250, 19.97, '01:42:06', '2021-05-16 11:00:00', 'Polar Watch'),
(1, 'Hiking', 'Hiking950', 4610, 45.58, '10:27:15', '2021-02-22 11:00:00', 'Polar Watch'),
(2, 'Running', 'Running951', 603, 8.88, '00:49:16', '2021-02-15 13:00:00', 'NULL'),
(10, 'Cycling', 'Cycling952', 465, 19.97, '00:31:41', '2021-02-23 13:00:00', 'NULL'),
(9, 'Cycling', 'Cycling953', 11678, 188.84, '13:14:27', '2021-04-24 14:00:00', 'AppleWatch'),
(10, 'Hiking', 'Hiking954', 7934, 54.2, '17:59:27', '2021-01-07 11:00:00', 'NULL'),
(10, 'Hiking', 'Hiking955', 7552, 63.83, '17:07:35', '2021-01-17 12:00:00', 'Asics Shoes'),
(5, 'Running', 'Running956', 3940, 36.05, '05:21:38', '2021-03-26 10:00:00', 'Nike Shoes'),
(3, 'Running', 'Running957', 2500, 27.51, '03:24:07', '2021-04-22 13:00:00', 'Asics Shoes'),
(2, 'Running', 'Running958', 603, 9.83, '00:49:14', '2021-01-21 14:00:00', 'NULL'),
(6, 'Running', 'Running959', 2199, 31.52, '02:59:31', '2021-02-12 12:00:00', 'Asics Shoes'),
(11, 'Running', 'Running960', 1099, 21.69, '01:29:43', '2021-01-16 10:00:00', 'Asics Shoes'),
(1, 'Running', 'Running961', 4194, 53.41, '05:42:25', '2021-05-16 15:00:00', 'Asics Shoes'),
(7, 'Hiking', 'Hiking962', 5291, 45.6, '11:59:57', '2021-04-28 10:00:00', 'Nike Shoes'),
(5, 'Hiking', 'Hiking963', 3906, 40.94, '08:51:33', '2021-04-11 12:00:00', 'Nike Shoes'),
(9, 'Running', 'Running964', 3737, 50.84, '05:05:05', '2021-05-09 13:00:00', 'Nike Shoes'),
(9, 'Running', 'Running965', 343, 5.38, '00:28:03', '2021-05-19 12:00:00', 'Asics Shoes'),
(6, 'Cycling', 'Cycling966', 2086, 40.14, '02:21:54', '2021-05-28 13:00:00', 'Nike Shoes'),
(12, 'Cycling', 'Cycling967', 2903, 80.07, '03:17:29', '2021-02-10 13:00:00', 'AppleWatch'),
(4, 'Running', 'Running968', 3475, 35.0, '04:43:41', '2021-05-06 11:00:00', 'NULL'),
(9, 'Cycling', 'Cycling969', 4240, 107.73, '04:48:29', '2021-01-01 14:00:00', 'Asics Shoes'),
(7, 'Hiking', 'Hiking970', 9476, 104.08, '21:29:21', '2021-05-07 15:00:00', 'NULL'),
(11, 'Hiking', 'Hiking971', 4835, 41.5, '10:57:54', '2021-02-05 11:00:00', 'Polar Watch'),
(12, 'Hiking', 'Hiking972', 6260, 54.51, '14:11:50', '2021-01-04 15:00:00', 'Nike Shoes'),
(12, 'Running', 'Running973', 6278, 57.25, '08:32:29', '2021-05-20 14:00:00', 'Asics Shoes'),
(2, 'Running', 'Running974', 2489, 40.2, '03:23:14', '2021-01-28 13:00:00', 'Asics Shoes'),
(3, 'Cycling', 'Cycling975', 4277, 135.61, '04:50:59', '2021-02-12 14:00:00', 'Polar Watch'),
